축제명,축제시작일자,축제종료일자,축제내용,주최기관명,전화번호,홈페이지주소,소재지도로명주소,데이터기준일자,제공기관명
김광석길페스티벌,2022-10-08,2022-10-09,골목퍼레이드+ 방천해피콘서트+ 방천열린포럼+ 방천골목오페라 등,방천문화예술협회,053-661-2177,,대구광역시 중구 동덕로8길 34-20(대봉동),2023-07-12,대구광역시 중구
여수동동북축제,2024-08-01,2024-08-01,북퍼레이드+아티스트공연+북전시및체험행사+경연대회,전라남도 여수시청,061-659-4744,http://www.yeosu.go.kr/dongdong,전라남도 여수시 소호로 606,2024-02-20,전라남도 여수시
청년거리문화한마당,2024-04-01,2024-12-31,거리공연+프리마켓 등,전라남도 여수시청,061-659-4744,,전라남도 여수시 시청로 1,2024-02-20,전라남도 여수시
2024 광진가족페스티벌,2024-05-25,2024-05-25,"구민의날 기념식+가족백일장 및 그림그리기 대회+가족영화제+공연(청소년합창단, 마술공연 등)+부대행사(캐리커처+캘리그라피+포토부스 등)",서울특별시 광진구,02-450-7596,,서울특별시 광진구 능동로 216,2024-05-10,서울특별시 광진구
2024 청춘대로,2024-09-26,2024-09-28,청년페스티벌 축하 공연 등 다양한 청년참여 프로그램 운영,서울특별시 광진구,02-450-7596,,서울특별시 광진구 능동로 216,2024-05-10,서울특별시 광진구
연천구석기축제,2024-05-03,2024-05-06,선사문화체험+전시+이벤트,경기도 연천군청,031-839-2378,https://www.yeoncheon.go.kr/festival/,경기도 연천군 전곡읍 양연로 1510,2024-05-16,경기도 연천군
제15회 화성시 가족사랑축제,2024-04-27,2024-04-27,"공개방송, 시민 참여 프로그램, 체험 부스",경기도 화성시,031-290-7678,https://www.hcf.or.kr,경기도 화성시 동탄순환대로 69,2024-04-30,경기도 화성시
화성시 연등 음악 축제,2024-05-04,2024-05-04,연등행렬 및 연등음악회,경기도 화성시,031-5189-3038,,경기도 화성시 장조1로 34,2024-04-30,경기도 화성시
제14회 화성 뱃놀이 축제,2024-05-31,2024-06-02,"해양레저 체험, 야간공연",경기도 화성시,031-5189-6136,http://hs-boatingfestival.com/,경기도 화성시 서신면 전곡항로 21,2024-04-30,경기도 화성시
제10회 화성송산포도축제,2024-09-07,2024-09-08,"포도 체험, 직거래 장터",경기도 화성시,031-5189-6441,,경기도 화성시 서신면 궁평항로 1049-24,2024-04-30,경기도 화성시
제2회 도농 어울림 축제,2024-09-28,2024-09-29,"농업문화체험, 직거래 장터",경기도 화성시,031-5189-6335,,,2024-04-30,경기도 화성시
정조 효 문화제 및 정조대왕능행차 공동재현,2024-10-05,2024-10-06,"영우원 천장 재현, 을묘년 원행 재현, 현륭원 제향 등",경기도 화성시,031-5189-3835,http://www.정조효문화제.com/,경기도 화성시 장조1로 34,2024-04-30,경기도 화성시
2024 화성 학생동아리 축제,2024-10-26,2024-10-26,"초중고 학생동아리 공연, 전시 및 체험부스 운영",경기도 화성시,031-898-8440,http://www.hsscf.kr/,경기도 화성시 동탄지성로 121,2024-04-30,경기도 화성시
제2회 화성 루나 빛 축제,2024-10-26,2024-10-26,"빛 조형물 및 루나마켓, 루나쇼, 문화공연 등",경기도 화성시,031-5189-3835,,경기도 화성시 동탄순환대로 69,2024-04-30,경기도 화성시
제7회 홍천강 별빛음악 맥주축제,2023-08-01,2023-08-06,축제+공연+대회,강원특별자치도 홍천군,,,강원특별자치도 홍천군 홍천읍 산림공원1길 29,2023-08-01,강원도 홍천군
성주참외&생명문화축제,2023-05-18,2023-05-21,"개막식, 공연 체험 전시 먹거리존 운영, 불꽃쇼",경상북도 성주군축제추진위원회,054-930-6982,https://sj.go.kr/sjlife,경상북도 성주군 성주읍 성주로 3204,2023-07-13,경상북도 성주군
제2회 강릉 비치비어페스티벌,2023-06-30,2023-07-02,전국 브루어리 맥주+로컬푸드+플로깅+비어도슨트+플리마켓+라이브공연+디제잉파티,강원특별자치도 강릉시청,033-640-5130,,강원특별자치도 강릉시 창해로 514,2023-06-30,강원특별자치도 강릉시
2023 경포 벚꽃 잔치,2023-03-31,2023-04-05,"바다와 호수, 흩날리는 벚꽃 감상+시화전시+민속놀이 체험+공예체험+다도,약선차 시음 및 허브향기 치료법 체험+벚꽃운동회+벚꽃버스킹",강원특별자치도 강릉시청,033-640-5130,,강원특별자치도 강릉시 창해로 514,2023-06-30,강원특별자치도 강릉시
2023 경포 썸머 페스티벌,2023-07-30,2023-08-06,무더운 여름에 시원한 경포 해변에서 열리는 야외 축제,강원특별자치도 강릉시청,033-640-5130,,강원특별자치도 강릉시 경포로 365,2023-06-30,강원특별자치도 강릉시
2024 해돋이 행사,2024-01-01,2024-01-01,해돋이 행사,강원특별자치도 강릉시청,033-640-5130,,강원특별자치도 강릉시 창해로 514,2023-06-30,강원특별자치도 강릉시
제15회 강릉 커피축제,2023-10-12,2023-10-15,전국 유명 커피업체 시음+커피 세미나+바리스타 경연대회+바리스타 퍼포먼스+커피관련 체험,문화체육관광부+강원특별자치도+강원특별자치도 강릉시청,033-647-6802,https://www.coffeefestival.net/,강원특별자치도 강릉시 수리골길 100,2023-06-30,강원특별자치도 강릉시
제2회 강릉 와인축제,2023-09-01,2023-09-03,"와인에 관련된 다양한 프로그램과 행사, 이벤트+와인 시음+와인 강의 등",강원특별자치도+강원특별자치도 강릉시청,033-647-6802,https://gnwinefestival.com/,강원특별자치도 강릉시 경강로 2111,2023-06-30,강원특별자치도 강릉시
강릉문화재야행,2023-07-08,2023-07-10,역사문화시설 개방 및 전시체험+공연+프로그램 운영 등,강원특별자치도+강원특별자치도 강릉시청,033-823-3225,http://gncn.or.kr/web2021/main.php,강원특별자치도 강릉시 임영로131번길 6 (용강동),2023-06-30,강원특별자치도 강릉시
강릉단오제 본행사,2023-06-18,2023-06-25,지정문화재행사+전통연희한마당+무대공연예술제+국외초청공연+청소년어울림한마당+경연대회페스티벌+시민참여한마당+강릉무형문화대전+단오체험존+민속놀이행사 등,강원특별자치도+강원특별자치도 강릉시청+국립무형유산원+한국문화재재단,033-641-1593,https://www.danojefestival.or.kr/,강원특별자치도 강릉시 단오장길 1 (노암동),2023-06-30,강원특별자치도 강릉시
장보고수산물축제,2023-05-04,2023-05-07,전통노젓기+해조류김밥만들기+열린무대 등,전라남도 완도군청,061-550-5411,www.wando.go.kr,전라남도 완도군 완도읍 해변공원로 24,2023-07-13,전라남도 완도군
청산도슬로걷기축제,2023-04-08,2023-05-07,나비야청산가자+청상도 릴레이걷기 등,전라남도 완도군청,061-550-5433,www.wando.go.kr,전라남도 완도군 청산면 청산로 46,2023-07-13,전라남도 완도군
광주비엔날레,2024-09-07,2024-12-01,현대미술 전시+파빌리온전시+국제학술행사+마당시민체험,광주비엔날레재단+광주광역시청,062-613-3431,https://www.gwangjubiennale.org/gb/index.do,광주광역시 북구 비엔날레로 111,2024-03-21,광주광역시
광주프린지페스티벌,2024-09-27,2024-09-29,"거리공연(음악, 마임, 거리극 등)+시민참여 체험프로그램",광주광역시청,062-613-3182,http://fringefestival.kr,광주광역시 동구 금남로 245,2024-03-21,광주광역시
광주김치축제,2024-10-18,2024-10-20,김치 요리 경연대회+김치만들기 체험+김치마케팅+김치 전시,광주광역시청,062-613-3992,http://kimchi.gwangju.go.kr,광주광역시 서구 상무공원로 101,2024-03-21,광주광역시
무등울림축제,2024-05-25,2024-05-26,국악공연+전통문화 체험+운림동 투어,광주광역시청,062-670-8511,http://www.gtcc.or.kr/user,광주광역시 동구 의재로 222,2024-03-21,광주광역시
광주스트릿컬처페스타,2024-06-06,2024-06-09,댄스배틀+팀퍼포먼스+그래피티 포토존+심사위원 쇼케이스,광주광역시청,062-613-3641,,광주광역시 동구 문화전당로 38,2024-03-21,광주광역시
제19회 영양산나물축제,2024-05-09,2024-05-12,판매+체험+공연+부대행사,경상북도 영양군청,054-680-6411,yftf.kr,경상북도 영양군 영양읍 군청길 37,2024-03-20,경상북도 영양군
2023 영양고추 H.O.T Festival,2023-09-18,2023-09-20,판매+체험+공연+부대행사,경상북도 영양군청,054-680-6381,yyg.go.kr,서울특별시 중구 세종대로 110,2024-03-20,경상북도 영양군
제22회어방축제,2024-05-10,2024-05-12,광안리어방축제,부산광역시 수영구청,051-610-4062,suyeong.go.kr/festival,부산광역시 수영구 남천동로100,2024-03-12,부산광역시 수영구
제18회 영등포 여의도 봄꽃축제,2024-03-29,2024-04-02,제18회 영등포 여의도 봄꽃축제,서울특별시 영등포구청+영등포문화재단,02-2670-3134,blossom.or.kr,서울특별시 영등포구 여의서로,2024-03-25,서울특별시 영등포구
2024 갑진년 정월대보름 달맞이축제,2024-02-24,2024-02-24,무대+체험+전시+부대행사,부산광역시 남구,051-607-4064,https://www.bsnamgu.go.kr/index.namgu?menuCd=DOM_000000603002000000,부산광역시 남구 분포로 66-40,2024-03-18,부산광역시 남구
2024 제2회 안양일번가 넘버원 페스티벌,2024-11-15,2024-11-17,"패션 버스킹, 쓰면『이루어진달」, 패션&뷰티 체험부스, 가수 및 동아리공연, 스탬프 투어 등",경기도 안양시,031-8045-5122,https://www.anyang.go.kr/main/index.do,경기도 안양시 만안구 만안로223번길 7 (안양동),2024-04-08,경기도 안양시
군위 삼장군단오축제,2022-06-03,2022-06-03,단오축제,군위문화원,054-380-6866,,대구광역시 군위군 효령면 장군당 1길 24-6,2023-07-13,대구광역시 군위군
김수환추기경 사랑과 나눔 문화축전,2022-10-29,2022-10-29,김수환추기경 문화축전,매일신문사,054-380-6065,,대구광역시 군위군 군위읍 군위금성로 270,2023-07-13,대구광역시 군위군
평사리황금들판허수아비전시,2022-09-09,2022-09-20,허수아비축제+전시+체험+판매,악양농민회,055-880-2713,https://www.hadong.go.kr/02641/02652/02819.web,,2023-11-27,경상남도 하동군
회남재숲길걷기,2022-10-22,2023-10-22,숲길걷기+행사+공연+체험+판매,서경방송,055-880-2484,https://www.hadong.go.kr/02641/02652/02820.web,경상남도 하동군 청암면 삼성궁길 86-15,2023-11-27,경상남도 하동군
악양대봉감축제,2022-11-04,2022-11-06,먹거리축제+판매+전시,악양면 청년회,055-883-5530,http://www.akyang.co.kr/,,2023-11-27,경상남도 하동군
하동왕의녹차참숭어축제,2022-11-11,2022-11-13,먹거리축제+판매+전시+공연+대회,하동군수산업협동조합,055-884-3656,https://www.hadong.go.kr/02641/02652/02813.web,,2023-11-27,경상남도 하동군
화개장터벚꽃축제,2023-03-31,2023-04-02,벚꽃축제+공연+경연+판매,화개장터벚꽃축제추진위원회,055-880-2493,https://www.hadong.go.kr/02641/02652/02807.web,,2023-11-27,경상남도 하동군
하동야생차문화축제,2023-05-04,2023-06-03,전시+교역+이벤트+체험+교육+여가+관광(다원+다실 등),(사)하동야생차문화축제조직위원회,055-880-2734,https://www.hadong.go.kr/02641/02652/02809.web,경상남도 하동군 화개면 쌍계로 571-25,2023-11-27,경상남도 하동군
2023하동세계차엑스포,2023-05-04,2023-06-03,전시+교역+이벤트+체험+교육+여가+관광(다원+다실 등),경상남도청+경상남도 하동군청,055-880-7023,https://www.hadongt.co.kr/,경상남도 하동군 적량면 공설운동장로 207 일원+경상남도 하동군 화개면 쌍계로 571-25,2023-11-27,경상남도 하동군
제13회 양천마라톤,2024-04-27,2024-04-27,마라톤 대회(하프+10km+10km커플런+5km+5km가족런)+부대공연+이벤트 부스운영 등,서울특별시 양천구청,02-2620-3419,,,2024-03-20,서울특별시 양천구
2024 양천구 반려동물 문화축제,2024-06-01,2024-06-01,반려견 놀이터+반려용품 판매+체험부스 운영,서울특별시 양천구청,02-2620-3407,,,2024-03-20,서울특별시 양천구
제6회 신정1동 마을축제,2024-10-26,2024-10-26,자치회관프로그램발표+플리마켓+먹거리부스+체험부스,서울특별시 양천구 신정1동주민센터,02-2084-5381,https://www.yangcheon.go.kr/dong/sinjeong01/main.do,,2024-03-20,서울특별시 양천구
KBS전국노래자랑 동작구편,2024-04-13,2024-04-13,본선진출팀 경연+초대가수 공연,서울특별시 동작구청,02-820-9657,www.dongjak.go.kr,서울특별시 동작구 노들로 688,2024-03-26,서울특별시 동작구
나루터 영화제,2024-09-07,2024-09-07,가족영화상영+문화예술공연+먹거리부스운영,서울특별시 동작구청,02-820-9657,www.dongjak.go.kr,서울특별시 동작구 노량진로 74,2024-03-26,서울특별시 동작구
동작댄스데이,2024-09-28,2024-09-28,댄스대회+길거리 댄스교습소,서울특별시 동작구청,02-820-9657,www.idfac.or.kr/,서울특별시 동작구 여의대방로20길 33,2024-03-26,서울특별시 동작구
옥정호벚꽃축제,2024-03-30,2024-03-31,공연+먹거리 및 체험 부스 운영+전시 등,"전북특별자치도 임실군, 운암면지역발전협의회",063-640-4553,,전북특별자치도 임실군 임실읍 수정로 30,2024-04-11,전북특별자치도 임실군
필봉마을굿축제,2024-09-27,2024-09-29,국가무형문화재 초청공연+전국농악경연대회+전통연희+학술세미나,임실필봉농악보존회,063-643-1902,www.pilbong.co.kr,전북특별자치도 임실군 강진면 강운로 272,2024-04-11,전북특별자치도 임실군
의견문화제,2024-05-04,2024-05-06,반려동물 패션쇼+반려동물 토크쇼+반려동물 참여 및 체험프로그램+반려동물 산업박람회,의견문화제전위원회,063-642-5292,,전북특별자치도 임실군 오수면 충효로 2096-16,2024-04-11,전북특별자치도 임실군
임실N치즈축제,2024-10-03,2024-10-06,국가대표 임실N치즈 대형 쌀피자 체험+임실N치즈 경매 등,전북특별자치도 임실군,063-643-3900,www.imsilfestival.com,전북특별자치도 임실군 성수면 도인2길 50,2024-04-11,전북특별자치도 임실군
산타축제,2024-12-21,2024-12-25,산타 및 겨울 관련 공연 이벤트 체험행사 등,(재)임실치즈테마파크,063-643-8850,www.cheesepark.kr,전북특별자치도 임실군 성수면 도인2길 50,2024-04-11,전북특별자치도 임실군
고성군민의 날 및 수성문화제,2023-09-20,2023-09-21,수성제례+군민의 날 행사,고성군수성문화제위원회,,,강원특별자치도 고성군 간성읍 수성로 87,2024-04-12,강원특별자치도 고성군
2024 제12회 군산시간여행축제,2024-10-03,2024-10-06,근대를 축으로 한 시간여행축제,전북특별자치도 군산시,063-454-3302,http://festival.gunsan.go.kr/,전북특별자치도 군산시 중앙로 178,2024-05-27,전북특별자치도 군산시
진도문화예술제,2023-10-21,2023-11-05,"전국고수대회, 청소년국악제, 소치미술대전 등",전라남도 진도군,061-540-3072,https://www.jindo.go.kr/tour/tour/info/festival.cs?act=view&infoId=99&searchCondition=&searchKeyword=&pageIndex=1,전라남도 진도군 진도읍 진도대로 7197,2023-08-04,전라남도 진도군
명량대첩축제,2023-09-08,2023-09-10,"해전재현, 출정식, 만가행진, 부대행사 등","전라남도, 전라남도 진도군, 전라남도 해남군",061-286-5265,http://www.mldc.kr/web/,전라남도 진도군 군내면 진도대로 8439-19,2023-08-04,전라남도 진도군
2023 자유공원 벚꽃축제,2023-04-08,2023-04-08,봄꽃음악회+먹거리장터 등,(재)인천중구문화재단,032-777-9113,http://www.ijcf.or.kr/,인천광역시 중구 제물량로232번길 46,2023-08-07,인천광역시 중구
2023 가족의 달 어린이축제,2023-05-06,2023-05-07,공연+전시+체험 프로그램 등,(재)인천중구문화재단,032-777-9113,http://www.ijcf.or.kr/,인천광역시 중구 제물량로 238,2023-08-07,인천광역시 중구
무의도 춤축제,2023-08-05,2023-08-05,창작 무용극 등,무의도아트센터,032-760-6445,https://www.icjg.go.kr/index,인천광역시 중구 신포로27번길 80,2023-08-07,인천광역시 중구
2023 군자 한마당축제,2023-09-01,2023-09-01,주민이 함께 참여하는 한마당 축제,군자동 문화행사위원회,02-450-1093,,서울특별시 광진구 능동로 209(군자동),2024-05-10,서울특별시 광진구
제10회 느티마을 한마당 축제,2023-09-23,2023-09-23,느티나무 기원제+ 주민화합한마당+ 화양 힐링 한마당+ 주민자치프로그램 발표 등,화양동 문화행사위원회,02-450-1845,,서울특별시 광진구 군자로 9(화양동),2024-05-10,서울특별시 광진구
제9회 긴고랑 한마음 축제,2023-10-05,2023-10-05,자치회관 프로그램 발표+ 주민 노래자랑+ 먹거리장터+ 체험 부스 운영 등,중곡4동 문화행사위원회,02-450-1072,,서울특별시 광진구 긴고랑로 143 긴고랑어린이공원,2024-05-10,서울특별시 광진구
제7회 구삼축제 한마당,2023-10-13,2023-10-13,시니어패션쇼+ 자치회관 프로그램 발표+ 주민 노래자랑+ 체험 부스 운영 등,구의3동 문화행사위원회,02-450-1242,,서울특별시 광진구 광나루로56길 86,2024-05-10,서울특별시 광진구
제2회 숲나루 꿈의 축제,2023-10-14,2023-10-14,주민노래자랑+ 초대가수 공연+ 저글링 등 공연,구의2동 문화행사위원회,02-450-1222,,,2024-05-10,서울특별시 광진구
자양4동 주민 소통한마당 축제,2023-10-14,2023-10-14,단체게임+ 노래자랑+ 초청공연,자양4동 문화행사위원회,02-450-1824,,서울특별시 광진구 자양강변길 73,2024-05-10,서울특별시 광진구
주민과 함께하는 제3회 이랴이랴 자신만만 축제,2023-10-21,2023-10-21,초대가수 축하 공연,자양1동 문화행사위원회,02-450-1282,,서울특별시 광진구 자양로13길 41,2024-05-10,서울특별시 광진구
제7회 자양뚝방길 가을음악회,2023-10-21,2023-10-21,태권도시범단공연+ 주민노래자랑+ 초대가수 공연,자양2동 문화행사위원회,02-450-1602,,서울특별시 광진구 자양로3길 7,2024-05-10,서울특별시 광진구
2023 행복나눔 구일 마을문화 축제,2023-10-26,2023-10-26,동대부여고 동아리(합창+ 댄스) 발표+ 어린이 태권도 시범실버합창단 및 초대가수 공연+ 자치회관 발표,구의1동 문화행사위원회,02-450-5142,,서울특별시 광진구 광나루로36길 56,2024-05-10,서울특별시 광진구
2023 제6회 능동 감마을 축제,2023-10-27,2023-10-27,감따기+ 감 껍질 길게 깎기+ 초청가수 공연,능동 문화행사위원회,02-450-1122,,서울특별시 광진구 능동로 238,2024-05-10,서울특별시 광진구
광장동 주민한마당 광나루 해오름축제,2023-10-28,2023-10-28,어린이공연+ 축하공연(팝페라가수+ K-POP댄스+ 전자현악기),광장동 문화행사위원회,02-450-1263,,,2024-05-10,서울특별시 광진구
2023 광진가족영화제,2023-09-09,2023-09-09,버스킹공연+ 캐리커처+ 타투스티커+ 영화상영,서울특별시 광진구,02-450-7597,,서울특별시 광진구 능동로 216,2024-05-10,서울특별시 광진구
2023 광진가족영화제,2023-09-24,2023-09-24,버스킹공연+ 캐리커처+ 타투스티커+ 영화상영,서울특별시 광진구,02-450-7597,,서울특별시 광진구 능동로 216,2024-05-10,서울특별시 광진구
광진구민과 함께하는 숲나루 콘서트,2023-09-23,2023-09-23,광진윈드오케스트라공연,서울특별시 광진구,02-450-7597,,,2024-05-10,서울특별시 광진구
광진구민과 함께하는 심포니 콘서트,2023-10-07,2023-10-07,광진심포니오케스트라공연,서울특별시 광진구,02-450-7597,,서울특별시 광진구 능동로 76,2024-05-10,서울특별시 광진구
2024 아차산 해맞이 축제,2024-01-01,2024-01-01,새해덕담+ 타북공연+ 팝페라공연+ 일출감상,서울특별시 광진구,02-450-7596,,서울특별시 광진구 워커힐로 127,2024-05-10,서울특별시 광진구
제6회 명품한강 장미축제,2024-05-18,2024-05-18,장미를 테마로 한 자양3동 주민이 화합하여 만드는 마을축제,자양3동문화행사위원회,02-450-1803,,서울특별시 광진구 자양번영로3길 66(자양동),2024-05-10,서울특별시 광진구
섬 수선화 축제,2024-03-29,2024-04-07,자전거투어+꽃팔찌만들기체험+꽃차시음+체험프로그램+전시공연행사,전라남도 신안군청,061-240-8688,https://tour.shinan.go.kr/,전라남도 신안군 지도읍 선도길 72-26,2024-02-01,전라남도 신안군
섬 튤립축제,2024-04-05,2024-04-14,특별기획전+미디어아트상설전+나만의가훈갖기+튤립식재체험행사,전라남도 신안군청,061-240-4041,https://tour.shinan.go.kr/,전라남도 신안군 임자면 대광해수욕장길 179,2024-02-01,전라남도 신안군
전국 새우란 축제,2024-04-16,2024-04-21,공연행사+새우란네일아트+나만의티셔츠만들기+목공예체험,전라남도 신안군청,061-240-4194,https://tour.shinan.go.kr/,전라남도 신안군 자은면 자은서부2길 508-65,2024-02-01,전라남도 신안군
섬 간재미축제(미정),2024-04-01,2024-04-01,간재미 비빔밥 만들기+간재미 요리대회+시식회+간재미 껍질벗기기+간재미 예쁘게 썰기 대회,전라남도 신안군청,061-240-8410,https://tour.shinan.go.kr/,전라남도 신안군 도초면 불섬길 85-22,2024-02-01,전라남도 신안군
흑산홍어축제,2024-05-09,2024-05-10,홍어 시식회+홍어요리 전시관+풍어제+흑산도아가씨노래자랑+주민윷놀이대회+홍어OX퀴즈,전라남도 신안군청,061-240-8410,https://tour.shinan.go.kr/,,2024-02-01,전라남도 신안군
섬 낙지축제(미정),2024-05-01,2024-05-01,개막식+낙지 요리 시식,전라남도 신안군청,061-240-8410,https://tour.shinan.go.kr/,,2024-02-01,전라남도 신안군
퍼플섬 라벤더 축제,2024-05-17,2024-05-26,라벤더향만들기+땅콩아트+꽃길버스킹+라벤더아이스크림판매+유정란판매,전라남도 신안군청,061-240-8151,https://tour.shinan.go.kr/,전라남도 신안군 안좌면 소곡두리길 257-35,2024-02-01,전라남도 신안군
섬 강달어축제(미정),2024-06-01,2024-06-01,시식회+활어잡기+토굴체험,전라남도 신안군청,061-240-8410,https://tour.shinan.go.kr/,전라남도 신안군 임자면 대광해수욕장길 179,2024-02-01,전라남도 신안군
섬 병어축제(미정),2024-06-01,2024-06-01,길놀이+용왕제+병어시식회+신안 농수산물판매행사+각종 체험행사,전라남도 신안군청,061-240-8410,https://tour.shinan.go.kr/,전라남도 신안군 지도읍 송도2길 36,2024-02-01,전라남도 신안군
섬 수국 축제,2024-06-14,2024-06-23,다채로운 수국꽃 관람 및 전시+체험 프로그램,전라남도 신안군청,061-240-8410,https://tour.shinan.go.kr/,,2024-02-01,전라남도 신안군
섬 밴댕이축제(미정),2024-06-01,2024-06-01,바다송어 요리 시식회+올레 스템프 투어+한마음 가요 잔치+슬로시티 증도 푸드관+친환경 녹색장터 운영,전라남도 신안군청,061-240-8410,https://tour.shinan.go.kr/,,2024-02-01,전라남도 신안군
버들마편초 축제,2024-06-14,2024-08-04,버들마편초 공원 관람,전라남도 신안군청,061-240-8151,https://tour.shinan.go.kr/,,2024-02-01,전라남도 신안군
제23회 흥부골 달맞이 행사,2024-02-24,2024-02-24,터울림 및 제례+국악공연+달집태우기+소원소지,전북특별자치도 남원시 인월면행정복지센터,063-620-4061,,,2024-02-21,전북특별자치도 남원시
제94회 춘향제,2024-05-10,2024-05-16,춘향제향+춘향선발대회+다양한 공연 등,전북특별자치도 남원시청,063-620-5783,,전북특별자치도 남원시 요천로 1447,2024-02-21,전북특별자치도 남원시
2024 남원 세계드론제전,2024-10-03,2024-10-06,드론공연 남원 페스티벌+드론스포츠 대회+글로벌드론산업박람회+ 푸드트럭 페스티벌 등,전북특별자치도 남원시청,063-620-6694,,전북특별자치도 남원시 충정로 341,2024-02-21,전북특별자치도 남원시
조선광클럽,2024-02-24,2024-02-24,DJ이몽룡과 DJ변사또의 조선광클럽+LED 공연+LED쥐불놀이체험 등,전북특별자치도 남원시청,063-620-8924,,전북특별자치도 남원시 요천로 1447,2024-02-21,전북특별자치도 남원시
4월 마토예술제<인형극이랑 놀자>,2023-04-29,2023-04-29,인형극 테마 체험+공연+전시,경기도 평택시청,031-692-9110,https://www.pccf.or.kr/,경기도 평택시 팽성읍 안정쇼핑로11,2024-02-16,경기도 평택시
더 스프링 시즌 A.D.H.D. 페스티벌,2023-05-27,2023-05-27,EDM공연+체험+전시,경기도 평택시청,031-692-9110,https://www.pccf.or.kr/,경기도 평택시 팽성읍 안정쇼핑로11,2024-02-16,경기도 평택시
6월 마토예술제<원더풀파티>,2023-06-24,2023-06-24,물총놀이+공연+체험,경기도 평택시청,031-692-9110,https://www.pccf.or.kr/,경기도 평택시 팽성읍 안정쇼핑로11,2024-02-16,경기도 평택시
제13회 평택록페스티벌&전국밴드경연대회,2023-07-01,2023-07-01,공연+경연대회,경기도 평택시청,031-8053-3542,http://ptrockfestival.com/,경기도 평택시 서동대로 3825,2024-02-16,경기도 평택시
제11회 평택 가족캠핑 스마트영상제,2023-08-12,2023-08-14,영상제+캠핑+공연+체험,경기도 평택시청,031-8053-3544,https://pfff.kr/,경기도 평택시 진위면 진위서로 264-15,2024-02-16,경기도 평택시
더 어텀 시즌 아트&플레이 페스타,2023-09-02,2023-09-02,재즈공연+체험,경기도 평택시청,031-692-9110,https://www.pccf.or.kr/,경기도 평택시 팽성읍 안정쇼핑로11,2024-02-16,경기도 평택시
제10회 노을동요제,2023-09-09,2023-09-09,공연+경연대회,경기도 평택시청,031-8053-3542,http://www.noel.or.kr/,경기도 평택시 중앙로 277,2024-02-16,경기도 평택시
평택호물빛축제,2023-09-16,2023-09-17,불꽃놀이+공연+체험+먹거리,경기도 평택시청+평택호물빛축제추진위원회,031-8053-3544,https://www.pccf.or.kr/,경기도 평택시 현덕면 평택호길 159,2024-02-16,경기도 평택시
9월 마토예술제<지구의 안정을 지켜라>,2022-09-23,2022-09-23,환경 및 제로웨이스트 테마 공연+체험+전시,경기도 평택시청,031-692-9110,https://www.pccf.or.kr/,경기도 평택시 팽성읍 안정쇼핑로11,2024-02-16,경기도 평택시
평택 원평나루억새축제,2023-10-14,2023-10-14,체험+공연+억새+노을+먹거리,경기도 평택시청+원평나루억새축제추진위원회,031-8053-3544,http://평택억새축제.com/,,2024-02-16,경기도 평택시
11월 마토예술제,2023-11-25,2023-11-25,체험+전시,경기도 평택시청,031-692-9110,https://www.pccf.or.kr/,경기도 평택시 팽성읍 안정쇼핑로11,2024-02-16,경기도 평택시
2023 크리스마스 축제,2023-11-25,2024-01-25,전시+점등식,경기도 평택시청,031-8053-3541,https://www.pccf.or.kr/,경기도 평택시 중앙로 277,2024-02-16,경기도 평택시
강서 낙동강30리 벚꽃축제(2023년),2023-03-31,2023-04-02,벚꽃길 걷기대회/체험행사/문화행사,부산광역시 강서구청,051-970-4062,http://www.bsgangseo.go.kr,,2024-02-20,부산광역시 강서구
여수영취산진달래체험행사,2024-03-23,2024-03-24,산신제+개막식+체험행사+산악인등반대회 등,전라남도 여수시청,061-659-4744,http://yeosujindalrae.co.kr/,전라남도 여수시 흥국사길 160,2024-02-20,전라남도 여수시
여수거북선축제,2024-05-03,2024-05-06,통제영길놀이+개막행사+각종체험공연행사,전라남도 여수시청,061-659-4743,www.jinnamje.com,전라남도 여수시 이순신광장로 95,2024-02-20,전라남도 여수시
여수여자만갯벌노을체험행사,2024-09-01,2024-09-01,대나무망둥어낚시+개매기+바지락캐기+맨손고기잡이+가족사랑걷기체험+노을가요제,전라남도 여수시청,061-659-4742,,전라남도 여수시 소라면 서부로 785-24,2024-02-20,전라남도 여수시
거문도백도은빛바다체험행사,2024-08-01,2024-08-01,길놀이+개막식+맨손활어잡기+지인망끌기체험,전라남도 여수시청,061-659-4743,,전라남도 여수시 삼산면 거문길 28-10,2024-02-20,전라남도 여수시
여수밤바다 불꽃축제,2024-08-01,2024-08-01,공연행사+불꽃쇼+불꽃사진콘테스트,전라남도 여수시청,061-659-4742,https://www.yeosu.go.kr/ysff,,2024-02-20,전라남도 여수시
여수향일암일출제,2024-12-31,2025-01-01,재야의종타종식+일출기원제례+소망행사,전라남도 여수시청,061-659-4742,,전라남도 여수시 향일암로 60 종무소,2024-02-20,전라남도 여수시
제6회 매곡동 탐매축제,2024-03-02,2024-03-02,개막식+공연+체험행사+먹거리부스 등,전라남도 순천시청,061-749-8331,,전라남도 순천시 매곡2길 48,2024-02-23,전라남도 순천시
제9회 용당뚝방길 벚꽃축제,2024-03-23,2024-03-23,사전공연+개막식+본행사+부대행사,전라남도 순천시청,061-749-8247,,,2024-02-23,전라남도 순천시
